codice_articolo;kg;data_ordine;data_etichetta;giorni;Unnamed: 6
PF0039070/20XEX;140;04/06/2024;10/06/2024;6;
PF0034070/20XEX;40;18/04/2024;12/06/2024;55;
PF0148070/20XEX;50;22/05/2024;12/06/2024;21;
PF0148070/20XEX;100;22/05/2024;12/06/2024;21;
PF0034070/20XEX;40;10/06/2024;13/06/2024;3;
PF0034070/20XEX;40;10/06/2024;13/06/2024;3;
PF0148070/20XEX;150;22/05/2024;14/06/2024;23;
PF0034070/20XEX;40;10/06/2024;14/06/2024;4;
PF0148070/20XEX;138;12/06/2024;14/06/2024;2;
PF0034070/20XEX;40;10/06/2024;17/06/2024;7;
PF0160070/20XEX;80;17/06/2024;25/06/2024;8;
PF0039070/20XEX;140;01/07/2024;03/07/2024;2;
PF0039070/20XEX;140;01/07/2024;05/07/2024;4;
PF0039070/20XEX;140;01/07/2024;05/07/2024;4;
PF0039070/20XEX;150;01/07/2024;08/07/2024;7;
PF0039070/20XEX;150;01/07/2024;15/07/2024;14;
PF0039070/20XEX;140;01/07/2024;16/07/2024;15;
PF0039070/20XEX;140;01/07/2024;16/07/2024;15;
PF0148070/20XEX;140;09/07/2024;16/07/2024;7;
PF0148070/20XEX;150;22/05/2024;03/09/2024;104;
PF0148070/20XEX;150;22/05/2024;03/09/2024;104;
PF0034070/20XEX;40;11/09/2024;13/09/2024;2;
PF0034070/20XEX;40;05/09/2024;16/09/2024;11;
PF0039070/20XEX;140;10/09/2024;16/09/2024;6;
PF0039070/20XEX;140;10/09/2024;17/09/2024;7;
PF0034070/20XEX;40;16/09/2024;23/09/2024;7;
PF0039070/20XEX;140;10/09/2024;25/09/2024;15;
PF0039070/20XEX;140;10/09/2024;01/10/2024;21;
PF0034070/20XEX;40;20/09/2024;01/10/2024;11;
PF0039070/20XEX;140;04/10/2024;14/10/2024;10;
PF0039070/20XEX;140;04/10/2024;16/10/2024;12;
PF0039070/20XEX;140;04/10/2024;22/10/2024;18;
PF0160070/20XEX;80;21/10/2024;22/10/2024;1;
PF0034070/20XEX;40;16/10/2024;23/10/2024;7;
PF0034070/20XEX;40;16/10/2024;23/10/2024;7;
PF0034070/20XEX;40;16/10/2024;24/10/2024;8;
PF0034070/20XEX;20;16/10/2024;25/10/2024;9;
PF0039070/20XEX;140;25/10/2024;29/10/2024;4;
PF0039070/20XEX;140;25/10/2024;04/11/2024;10;
PF0034070/20XEX;40;21/10/2024;05/11/2024;15;
PF0039070/20XEX;140;04/11/2024;08/11/2024;4;
PF0039070/20XEX;140;22/10/2024;12/11/2024;21;
PF0034070/20XEX;34;08/11/2024;12/11/2024;4;
PF0034070/20XEX;40;15/11/2024;21/11/2024;6;
PF0039070/20XEX;140;04/11/2024;28/11/2024;24;
PF0029070/20XEX;40;14/11/2024;02/12/2024;18;
PF0160070/20XEX;60;14/11/2024;05/12/2024;21;
PF0039070/20XEX;140;22/10/2024;06/12/2024;45;
PF0034070/20XEX;40;25/11/2024;06/12/2024;11;
PF0148070/20XEX;140;04/12/2024;06/12/2024;2;
PF0148070/20XEX;140;11/11/2024;09/12/2024;28;
PF0148070/20XEX;140;04/12/2024;09/12/2024;5;
PF0148070/20XEX;140;04/12/2024;13/12/2024;9;
PF0039070/20XEX;140;19/11/2024;17/12/2024;28;
PF0039070/20XEX;140;02/12/2024;17/12/2024;15;
PF0039070/20XEX;110;08/11/2024;07/01/2025;60;
PF0148070/20XEX;140;11/11/2024;08/01/2025;58;
PF0039070/20XEX;140;25/11/2024;09/01/2025;45;
PF0148070/20XEX;140;11/11/2024;10/01/2025;60;
PF0039070/20XEX;140;25/11/2024;10/01/2025;46;
PF0039070/20XEX;140;25/11/2024;13/01/2025;49;
PF0039070/20XEX;140;25/11/2024;13/01/2025;49;
PF0039070/20XEX;140;09/01/2025;13/01/2025;4;
PF0039070/20XEX;140;25/11/2024;14/01/2025;50;
PF0039070/20XEX;140;25/11/2024;16/01/2025;52;
PF0039070/20XEX;140;09/01/2025;20/01/2025;11;
PF0148070/20XEX;150;02/12/2024;24/01/2025;53;
PF0148070/20XEX;140;11/11/2024;27/01/2025;77;
PF0148070/20XEX;140;11/11/2024;28/01/2025;78;
PF0148070/20XEX;140;11/11/2024;28/01/2025;78;
PF0039070/20XEX;140;09/01/2025;29/01/2025;20;
PF0039070/20XEX;140;14/01/2025;31/01/2025;17;
PF0039070/20XEX;140;14/01/2025;03/02/2025;20;
PF0039070/20XEX;140;14/01/2025;03/02/2025;20;
PF0039070/20XEX;140;14/01/2025;04/02/2025;21;
PF0034070/20XEX;40;08/01/2025;06/02/2025;29;
PF0039070/20XEX;140;14/01/2025;10/02/2025;27;
PF0039070/20XEX;140;14/01/2025;11/02/2025;28;
PF0039070/20XEX;140;31/01/2025;11/02/2025;11;
PF0039070/20XEX;140;31/01/2025;12/02/2025;12;
PF0039070/20XEX;140;17/02/2025;25/02/2025;8;
PF0034070/20XEX;40;24/02/2025;10/03/2025;14;
PF0039070/20XEX;140;17/02/2025;21/03/2025;32;
PF0039070/20XEX;140;17/02/2025;25/03/2025;36;
PF0039070/20XEX;140;17/02/2025;25/03/2025;36;
PF0039070/20XEX;140;06/03/2025;26/03/2025;20;
PF0034070/20XEX;13;10/03/2025;11/04/2025;32;
PF0034070/20XEX;80;07/04/2025;11/04/2025;4;
PF0148070/20XEX;150;13/02/2025;14/04/2025;60;
PF0034070/20XEX;20;27/03/2025;14/04/2025;18;
PF0039070/20XEX;50;27/03/2025;14/04/2025;18;
PF0148070/20XEX;150;13/02/2025;15/04/2025;61;
PF0148070/20XEX;150;13/02/2025;16/04/2025;62;
PF0034070/20XEX;50;27/03/2025;16/04/2025;20;
PF0148070/20XEX;50;13/02/2025;17/04/2025;63;
PF0148070/20XEX;150;13/02/2025;17/04/2025;63;
PF0034070/20XEX;40;27/03/2025;17/04/2025;21;
PF0034070/20XEX;40;14/04/2025;22/04/2025;8;
PF0148070/20XEX;150;13/02/2025;29/04/2025;75;
PF0148070/20XEX;150;13/02/2025;06/05/2025;82;
PF0034070/20XEX;75;16/04/2025;13/05/2025;27;
PF0034070/20XEX;75;16/04/2025;13/05/2025;27;
PF0034070/20XEX;40;16/04/2025;26/05/2025;40;
PF0034070/20XEX;40;23/05/2025;30/05/2025;7;
PF0034070/20XEX;40;16/04/2025;03/06/2025;48;
PF0034070/20XEX;40;16/04/2025;03/06/2025;48;
PF0034070/20XEX;80;16/04/2025;03/06/2025;48;
PF0160070/20XEX;100;22/05/2025;03/06/2025;12;
PF0420070/20XEX;100;11/06/2025;16/06/2025;5;
PF0034070/20XEX;40;12/06/2025;18/06/2025;6;
PF0029070/20XEX;20;11/06/2025;19/06/2025;8;
PF0034070/20XEX;40;12/06/2025;19/06/2025;7;
PF0148070/20XEX;140;23/06/2025;01/07/2025;8;
PF0148070/20XEX;140;25/06/2025;01/07/2025;6;
PF0148070/20XEX;140;23/06/2025;02/07/2025;9;
PF0148070/20XEX;140;23/06/2025;02/07/2025;9;
PF0148070/20XEX;140;25/06/2025;08/07/2025;13;
PF0148070/20XEX;130;25/06/2025;09/07/2025;14;
PF0034070/20XEX;20;02/07/2025;14/07/2025;12;
PF0034070/20XEX;40;14/07/2025;22/07/2025;8;
PF0034070/20XEX;40;21/07/2025;24/07/2025;3;
PF0034070/20XEX;40;21/07/2025;25/07/2025;4;
PF0705070/20XEX;20;16/01/2023;23/01/2023;7;
PF0705070/20XEX;20;16/01/2023;23/01/2023;7;
PF0705070/20XEX;20;16/01/2023;23/01/2023;7;
PF0705070/20XEX;20;16/01/2023;02/02/2023;17;
PF0720070/20XEX;40;18/01/2023;02/02/2023;15;
PF0705070/20XEX;20;16/01/2023;03/02/2023;18;
PF0607070/20XEX;40;10/02/2023;16/02/2023;6;
PF0741070/20XEX;50;17/02/2023;20/02/2023;3;
PF0741070/20XEX;50;17/02/2023;22/02/2023;5;
PF0741070/20XEX;50;17/02/2023;23/02/2023;6;
PF0598070/20XEX;50;08/02/2023;02/03/2023;22;
PF0598070/20XEX;80;09/02/2023;02/03/2023;21;
PF0598070/20XEX;40;01/03/2023;06/03/2023;5;
PF0705070/20XEX;40;03/03/2023;08/03/2023;5;
PF0617070/20XEX;20;08/03/2023;14/03/2023;6;
PF0598070/20XEX;30;31/03/2023;19/04/2023;19;
PF0598070/20XEX;40;08/05/2023;16/05/2023;8;
PF0598070/20XEX;50;09/05/2023;16/05/2023;7;
PF0598070/20XEX;50;10/05/2023;16/05/2023;6;
PF0607070/20XEX;25;05/06/2023;12/06/2023;7;
PF0457070/20XEX;100;17/07/2023;01/09/2023;46;
PF0598070/20XEX;140;06/07/2023;18/09/2023;74;
PF0598070/20XEX;140;20/07/2023;18/09/2023;60;
PF0617070/20XEX;140;18/09/2023;26/09/2023;8;
PF0617070/20XEX;50;19/09/2023;26/09/2023;7;
PF0457070/20XEX;50;20/10/2023;06/11/2023;17;
PF0617070/20XEX;40;20/11/2023;22/11/2023;2;
PF0598070/20XEX;140;30/11/2023;14/12/2023;14;
PF0795070/20XEX;50;08/01/2024;11/01/2024;3;
PF0798070/20XEX;20;16/01/2024;23/01/2024;7;
PF0598070/20XEX;140;11/01/2024;02/02/2024;22;
PF0617070/20XEX;150;19/02/2024;27/02/2024;8;
PF0617070/20XEX;150;19/02/2024;28/02/2024;9;
PF0617070/20XEX;40;19/02/2024;29/02/2024;10;
PF0617070/20XEX;150;19/02/2024;01/03/2024;11;
PF0617070/20XEX;150;19/02/2024;01/03/2024;11;
PF0617070/20XEX;150;19/02/2024;05/03/2024;15;
PF0617070/20XEX;150;19/02/2024;05/03/2024;15;
PF0617070/20XEX;150;19/02/2024;07/03/2024;17;
PF0617070/20XEX;150;19/02/2024;08/03/2024;18;
PF0617070/20XEX;150;19/02/2024;08/03/2024;18;
PF0617070/20XEX;150;19/02/2024;11/03/2024;21;
PF0598070/20XEX;140;21/02/2024;11/03/2024;19;
PF0598070/20XEX;140;21/02/2024;12/03/2024;20;
PF0598070/20XEX;140;14/02/2024;08/05/2024;84;
PF0617070/20XEX;140;30/04/2024;20/05/2024;20;
PF0617070/20XEX;150;29/05/2024;06/06/2024;8;
PF0617070/20XEX;150;29/05/2024;07/06/2024;9;
PF0607070/20XEX;35;04/06/2024;12/06/2024;8;
PF0598070/20XEX;140;02/07/2024;12/07/2024;10;
PF0617070/20XEX;140;11/07/2024;15/07/2024;4;
PF0598070/20XEX;145;26/08/2024;13/09/2024;18;
PF0598070/20XEX;140;27/08/2024;13/09/2024;17;
PF0617070/20XEX;140;10/09/2024;13/09/2024;3;
PF0617070/20XEX;140;10/09/2024;13/09/2024;3;
PF0598070/20XEX;140;27/08/2024;16/09/2024;20;
PF0617070/20XEX;140;10/09/2024;16/09/2024;6;
PF0617070/20XEX;150;10/09/2024;16/09/2024;6;
PF0617070/20XEX;140;10/09/2024;17/09/2024;7;
PF0617070/20XEX;150;10/09/2024;20/09/2024;10;
PF0617070/20XEX;150;10/09/2024;20/09/2024;10;
PF0617070/20XEX;110;10/09/2024;23/09/2024;13;
PF0617070/20XEX;150;10/09/2024;23/09/2024;13;
PF0617070/20XEX;150;16/09/2024;30/09/2024;14;
PF0617070/20XEX;150;16/09/2024;02/10/2024;16;
PF0617070/20XEX;100;16/09/2024;04/10/2024;18;
PF0617070/20XEX;150;16/09/2024;07/10/2024;21;
PF0617070/20XEX;140;04/10/2024;08/10/2024;4;
PF0617070/20XEX;140;04/10/2024;11/10/2024;7;
PF0805070/20XEX;40;09/10/2024;14/10/2024;5;
PF0805070/20XEX;40;09/10/2024;15/10/2024;6;
PF0598070/20XEX;140;09/10/2024;25/10/2024;16;
PF0598070/20XEX;140;09/10/2024;25/10/2024;16;
PF0617070/20XEX;140;23/10/2024;31/10/2024;8;
PF0617070/20XEX;140;23/10/2024;05/11/2024;13;
PF0617070/20XEX;140;23/10/2024;07/11/2024;15;
PF0617070/20XEX;140;23/10/2024;08/11/2024;16;
PF0617070/20XEX;140;23/10/2024;11/11/2024;19;
PF0617070/20XEX;140;23/10/2024;11/11/2024;19;
PF0617070/20XEX;140;23/10/2024;11/11/2024;19;
PF0617070/20XEX;150;11/11/2024;19/11/2024;8;
PF0617070/20XEX;150;11/11/2024;25/11/2024;14;
PF0617070/20XEX;150;11/11/2024;25/11/2024;14;
PF0617070/20XEX;150;11/11/2024;25/11/2024;14;
PF0617070/20XEX;150;22/11/2024;26/11/2024;4;
PF0598070/20XEX;140;12/11/2024;03/12/2024;21;
PF0598070/20XEX;140;12/11/2024;03/12/2024;21;
PF0617070/20XEX;150;22/11/2024;06/12/2024;14;
PF0617070/20XEX;60;11/11/2024;17/12/2024;36;
PF0617070/20XEX;150;22/11/2024;17/12/2024;25;
PF0598070/20XEX;40;21/11/2024;04/01/2025;44;
PF0617070/20XEX;100;22/11/2024;14/01/2025;53;
PF0617070/20XEX;150;22/11/2024;17/01/2025;56;
PF0617070/20XEX;150;22/11/2024;17/01/2025;56;
PF0617070/20XEX;150;22/11/2024;17/01/2025;56;
PF0617070/20XEX;150;22/11/2024;18/01/2025;57;
PF0598070/20XEX;140;12/12/2024;18/01/2025;37;
PF0617070/20XEX;150;22/11/2024;23/01/2025;62;
PF0617070/20XEX;150;22/11/2024;24/01/2025;63;
PF0465070/20XEX;20;18/02/2025;24/02/2025;6;
PF0617070/20XEX;150;04/03/2025;10/03/2025;6;
PF0598070/20XEX;30;20/02/2025;13/03/2025;21;
PF0617070/20XEX;140;04/03/2025;13/03/2025;9;
PF0617070/20XEX;150;04/03/2025;13/03/2025;9;
PF0617070/20XEX;30;04/03/2025;14/03/2025;10;
PF0617070/20XEX;85;04/03/2025;14/03/2025;10;
PF0617070/20XEX;140;04/03/2025;14/03/2025;10;
PF0617070/20XEX;140;04/03/2025;14/03/2025;10;
PF0617070/20XEX;140;04/03/2025;14/03/2025;10;
PF0617070/20XEX;140;04/03/2025;14/03/2025;10;
PF0617070/20XEX;140;04/03/2025;14/03/2025;10;
PF0617070/20XEX;140;04/03/2025;14/03/2025;10;
PF0457070/20XEX;50;07/03/2025;17/03/2025;10;
PF0465070/20XEX;20;10/03/2025;19/03/2025;9;
PF0720070/20XEX;60;12/03/2025;24/03/2025;12;
PF0617070/20XEX;30;28/03/2025;02/04/2025;5;
PF0607070/20XEX;30;25/03/2025;07/04/2025;13;
PF0617070/20XEX;140;16/04/2025;17/04/2025;1;
PF0870070/20XEX;20;23/04/2025;29/04/2025;6;
PF0870070/20XEX;20;23/04/2025;06/05/2025;13;
PF0507070/20XEX;20;15/04/2025;23/05/2025;38;
PF0875070/20XEX;20;21/05/2025;29/05/2025;8;
PF0875070/20XEX;20;21/05/2025;29/05/2025;8;
PF0875070/20XEX;40;21/05/2025;29/05/2025;8;
PF0875070/20XEX;40;21/05/2025;04/06/2025;14;
PF0598070/20XEX;140;22/05/2025;09/06/2025;18;
PF0598070/20XEX;140;22/05/2025;10/06/2025;19;
PF0598070/20XEX;140;22/05/2025;10/06/2025;19;
PF0875070/20XEX;50;06/06/2025;12/06/2025;6;
PF0617070/20XEX;140;25/06/2025;04/07/2025;9;
PF0617070/20XEX;140;25/06/2025;04/07/2025;9;
PF0617070/20XEX;140;25/06/2025;07/07/2025;12;
PF0617070/20XEX;140;25/06/2025;07/07/2025;12;
PF0617070/20XEX;140;25/06/2025;07/07/2025;12;
PF0617070/20XEX;140;30/06/2025;07/07/2025;7;
PF0617070/20XEX;140;30/06/2025;08/07/2025;8;
PF0617070/20XEX;140;30/06/2025;08/07/2025;8;
PF0655070/20XFL;150;11/01/2023;17/01/2023;6;
PF0655070/20XFL;150;11/01/2023;17/01/2023;6;
PF0673070/20XFL;20;11/01/2023;18/01/2023;7;
PF0655070/20XFL;60;11/01/2023;18/01/2023;7;
PF0673070/20XFL;20;11/01/2023;19/01/2023;8;
PF0655070/20XFL;100;17/01/2023;20/01/2023;3;
PF0649070/20XFL;40;17/01/2023;23/01/2023;6;
PF0649070/20XFL;40;23/01/2023;31/01/2023;8;
PF0355070/20XFL;80;25/01/2023;01/02/2023;7;
PF0355070/20XFL;80;23/01/2023;02/02/2023;10;
PF0355070/20XFL;45;01/02/2023;06/02/2023;5;
PF0685070/20XFL;80;02/02/2023;06/02/2023;4;
PF0420070/20XFL;150;31/01/2023;08/02/2023;8;
PF0420070/20XFL;150;31/01/2023;08/02/2023;8;
PF0355070/20XFL;20;02/02/2023;08/02/2023;6;
PF0420070/20XFL;80;06/02/2023;09/02/2023;3;
PF0655070/20XFL;140;30/01/2023;10/02/2023;11;
PF0649070/20XFL;40;07/02/2023;10/02/2023;3;
PF0655070/20XFL;140;30/01/2023;13/02/2023;14;
PF0655070/20XFL;150;03/02/2023;13/02/2023;10;
PF0649070/20XFL;40;07/02/2023;13/02/2023;6;
PF0655070/20XFL;50;08/02/2023;13/02/2023;5;
PF0655070/20XFL;160;10/02/2023;17/02/2023;7;
PF0655070/20XFL;50;14/02/2023;17/02/2023;3;
PF0655070/20XFL;50;14/02/2023;17/02/2023;3;
PF0649070/20XFL;40;17/02/2023;22/02/2023;5;
PF0355070/20XFL;45;15/02/2023;23/02/2023;8;
PF0649070/20XFL;40;21/02/2023;27/02/2023;6;
PF0655070/20XFL;140;21/02/2023;27/02/2023;6;
PF0649070/20XFL;80;21/02/2023;01/03/2023;8;
PF0388070/20XFL;20;02/03/2023;06/03/2023;4;
PF0388070/20XFL;45;01/03/2023;07/03/2023;6;
PF0420070/20XFL;80;08/03/2023;10/03/2023;2;
PF0655070/20XFL;20;06/03/2023;13/03/2023;7;
PF0655070/20XFL;50;06/03/2023;13/03/2023;7;
PF0655070/20XFL;50;08/03/2023;13/03/2023;5;
PF0388070/20XFL;45;01/03/2023;14/03/2023;13;
PF0649070/20XFL;80;06/03/2023;14/03/2023;8;
PF0649070/20XFL;50;08/03/2023;14/03/2023;6;
PF0649070/20XFL;80;13/03/2023;17/03/2023;4;
PF0388070/20XFL;40;14/03/2023;17/03/2023;3;
PF0685070/20XFL;80;15/03/2023;20/03/2023;5;
PF0655070/20XFL;40;17/03/2023;21/03/2023;4;
PF0649070/20XFL;50;16/03/2023;22/03/2023;6;
PF0649070/20XFL;50;16/03/2023;27/03/2023;11;
PF0649070/20XFL;80;21/03/2023;27/03/2023;6;
PF0655070/20XFL;40;22/03/2023;28/03/2023;6;
PF0655070/20XFL;50;22/03/2023;28/03/2023;6;
PF0649070/20XFL;40;21/03/2023;29/03/2023;8;
PF0655070/20XFL;50;29/03/2023;31/03/2023;2;
PF0729070/20XFL;40;30/03/2023;04/04/2023;5;
PF0649070/20XFL;40;31/03/2023;05/04/2023;5;
PF0649070/20XFL;40;31/03/2023;05/04/2023;5;
PF0685070/20XFL;100;03/04/2023;05/04/2023;2;
PF0685070/20XFL;100;03/04/2023;06/04/2023;3;
PF0420070/20XFL;150;05/04/2023;11/04/2023;6;
PF0655070/20XFL;80;05/04/2023;12/04/2023;7;
PF0649070/20XFL;80;04/04/2023;17/04/2023;13;
PF0649070/20XFL;80;05/04/2023;17/04/2023;12;
PF0649070/20XFL;80;12/04/2023;17/04/2023;5;
PF0649070/20XFL;80;18/04/2023;20/04/2023;2;
PF0655070/20XFL;140;17/04/2023;21/04/2023;4;
PF0655070/20XFL;40;18/04/2023;21/04/2023;3;
PF0655070/20XFL;20;19/04/2023;21/04/2023;2;
PF0359070/20XFL;140;11/04/2023;27/04/2023;16;
PF0424070/20XFL;45;12/04/2023;28/04/2023;16;
PF0611070/20XFL;50;13/04/2023;28/04/2023;15;
PF0424070/20XFL;90;18/04/2023;28/04/2023;10;
PF0424070/20XFL;45;12/04/2023;02/05/2023;20;
PF0649070/20XFL;80;12/04/2023;02/05/2023;20;
PF0420070/20XFL;150;13/04/2023;02/05/2023;19;
PF0655070/20XFL;140;17/04/2023;02/05/2023;15;
PF0424070/20XFL;45;12/04/2023;03/05/2023;21;
PF0611070/20XFL;50;13/04/2023;03/05/2023;20;
PF0655070/20XFL;140;17/04/2023;03/05/2023;16;
PF0649070/20XFL;80;18/04/2023;03/05/2023;15;
PF0355070/20XFL;20;20/04/2023;03/05/2023;13;
PF0355070/20XFL;20;20/04/2023;03/05/2023;13;
PF0355070/20XFL;20;27/04/2023;03/05/2023;6;
PF0655070/20XFL;40;18/04/2023;04/05/2023;16;
PF0655070/20XFL;50;27/04/2023;04/05/2023;7;
PF0424070/20XFL;45;12/04/2023;05/05/2023;23;
PF0424070/20XFL;80;12/04/2023;05/05/2023;23;
PF0611070/20XFL;25;27/04/2023;05/05/2023;8;
PF0655070/20XFL;40;26/04/2023;08/05/2023;12;
PF0655070/20XFL;33;03/05/2023;08/05/2023;5;
PF0424070/20XFL;70;12/04/2023;09/05/2023;27;
PF0611070/20XFL;25;02/05/2023;09/05/2023;7;
PF0355070/20XFL;20;03/05/2023;09/05/2023;6;
PF0649070/20XFL;80;03/05/2023;09/05/2023;6;
PF0611070/20XFL;25;05/05/2023;15/05/2023;10;
PF0611070/20XFL;25;05/05/2023;15/05/2023;10;
PF0655070/20XFL;40;10/05/2023;15/05/2023;5;
PF0649070/20XFL;100;11/05/2023;16/05/2023;5;
PF0649070/20XFL;80;03/05/2023;17/05/2023;14;
PF0649070/20XFL;80;03/05/2023;17/05/2023;14;
PF0611070/20XFL;25;05/05/2023;22/05/2023;17;
PF0424070/20XFL;50;15/05/2023;22/05/2023;7;
PF0424070/20XFL;50;15/05/2023;22/05/2023;7;
PF0424070/20XFL;50;15/05/2023;22/05/2023;7;
PF0388070/20XFL;40;17/05/2023;23/05/2023;6;
PF0355070/20XFL;40;15/05/2023;24/05/2023;9;
PF0355070/20XFL;20;17/05/2023;24/05/2023;7;
PF0355070/20XFL;20;22/05/2023;24/05/2023;2;
PF0359070/20XFL;140;23/05/2023;24/05/2023;1;
PF0388070/20XFL;40;17/05/2023;25/05/2023;8;
PF0699070/20XFL;140;19/05/2023;26/05/2023;7;
PF0649070/20XFL;80;30/05/2023;05/06/2023;6;
PF0611070/20XFL;40;29/05/2023;07/06/2023;9;
PF0649070/20XFL;80;06/06/2023;08/06/2023;2;
PF0655070/20XFL;20;14/06/2023;16/06/2023;2;
PF0424070/20XFL;80;13/06/2023;19/06/2023;6;
PF0649070/20XFL;80;14/06/2023;19/06/2023;5;
PF0424070/20XFL;40;15/06/2023;20/06/2023;5;
PF0655070/20XFL;80;07/06/2023;23/06/2023;16;
PF0655070/20XFL;140;07/06/2023;23/06/2023;16;
PF0649070/20XFL;40;20/06/2023;23/06/2023;3;
PF0655070/20XFL;140;07/06/2023;26/06/2023;19;
PF0655070/20XFL;100;23/06/2023;28/06/2023;5;
PF0725070/20XFL;25;27/06/2023;28/06/2023;1;
PF0725070/20XFL;25;27/06/2023;28/06/2023;1;
PF0580070/20XFL;100;27/06/2023;28/06/2023;1;
PF0580070/20XFL;140;20/06/2023;29/06/2023;9;
PF0580070/20XFL;80;27/06/2023;29/06/2023;2;
PF0580070/20XFL;180;27/06/2023;29/06/2023;2;
PF0611070/20XFL;30;05/05/2023;30/06/2023;56;
PF0611070/20XFL;50;05/05/2023;30/06/2023;56;
PF0611070/20XFL;50;05/05/2023;30/06/2023;56;
PF0611070/20XFL;30;05/05/2023;03/07/2023;59;
PF0725070/20XFL;20;27/06/2023;04/07/2023;7;
PF0725070/20XFL;20;27/06/2023;04/07/2023;7;
PF0725070/20XFL;20;27/06/2023;04/07/2023;7;
PF0725070/20XFL;20;27/06/2023;04/07/2023;7;
PF0580070/20XFL;80;27/06/2023;05/07/2023;8;
PF0424070/20XFL;20;30/06/2023;05/07/2023;5;
PF0420070/20XFL;100;30/06/2023;06/07/2023;6;
PF0420070/20XFL;100;03/07/2023;10/07/2023;7;
PF0420070/20XFL;100;03/07/2023;10/07/2023;7;
PF0655070/20XFL;62;06/07/2023;11/07/2023;5;
PF0420070/20XFL;150;03/07/2023;12/07/2023;9;
PF0655070/20XFL;20;13/07/2023;18/07/2023;5;
PF0355070/20XFL;24;14/07/2023;18/07/2023;4;
PF0355070/20XFL;24;14/07/2023;18/07/2023;4;
PF0649070/20XFL;80;21/07/2023;25/07/2023;4;
PF0580070/20XFL;140;20/07/2023;26/07/2023;6;
PF0580070/20XFL;140;20/07/2023;27/07/2023;7;
PF0580070/20XFL;40;25/07/2023;27/07/2023;2;
PF0355070/20XFL;80;24/07/2023;28/07/2023;4;
PF0580070/20XFL;40;25/07/2023;28/07/2023;3;
PF0580070/20XFL;40;25/07/2023;31/07/2023;6;
PF0580070/20XFL;140;20/07/2023;28/08/2023;39;
PF0580070/20XFL;140;20/07/2023;29/08/2023;40;
PF0655070/20XFL;20;21/07/2023;30/08/2023;40;
PF0611070/20XFL;60;28/06/2023;01/09/2023;65;
PF0420070/20XFL;80;29/08/2023;06/09/2023;8;
PF0355070/20XFL;80;30/08/2023;06/09/2023;7;
PF0388070/20XFL;40;31/08/2023;06/09/2023;6;
PF0655070/20XFL;50;01/09/2023;06/09/2023;5;
PF0580070/20XFL;45;06/09/2023;08/09/2023;2;
PF0388070/20XFL;20;31/08/2023;11/09/2023;11;
PF0655070/20XFL;50;04/09/2023;15/09/2023;11;
PF0420070/20XFL;151;07/09/2023;15/09/2023;8;
PF0420070/20XFL;100;28/08/2023;18/09/2023;21;
PF0388070/20XFL;40;13/09/2023;19/09/2023;6;
PF0388070/20XFL;40;13/09/2023;20/09/2023;7;
PF0580070/20XFL;40;18/09/2023;21/09/2023;3;
PF0580070/20XFL;50;18/09/2023;21/09/2023;3;
PF0580070/20XFL;116;18/09/2023;21/09/2023;3;
PF0580070/20XFL;140;18/09/2023;21/09/2023;3;
PF0649070/20XFL;50;12/09/2023;28/09/2023;16;
PF0649070/20XFL;50;15/09/2023;28/09/2023;13;
PF0580070/20XFL;80;26/09/2023;29/09/2023;3;
PF0580070/20XFL;80;26/09/2023;29/09/2023;3;
PF0649070/20XFL;40;22/09/2023;02/10/2023;10;
PF0649070/20XFL;40;02/10/2023;05/10/2023;3;
PF0424070/20XFL;40;04/10/2023;09/10/2023;5;
PF0420070/20XFL;150;04/10/2023;09/10/2023;5;
PF0424070/20XFL;45;04/10/2023;10/10/2023;6;
PF0355070/20XFL;40;16/10/2023;17/10/2023;1;
PF0655070/20XFL;20;13/10/2023;18/10/2023;5;
PF0611070/20XFL;30;05/05/2023;23/10/2023;171;
PF0611070/20XFL;30;05/05/2023;23/10/2023;171;
PF0611070/20XFL;30;05/05/2023;24/10/2023;172;
PF0611070/20XFL;30;05/05/2023;25/10/2023;173;
PF0781070/20XFL;40;20/10/2023;25/10/2023;5;
PF0580070/20XFL;70;24/10/2023;25/10/2023;1;
PF0580070/20XFL;70;24/10/2023;25/10/2023;1;
PF0781070/20XFL;40;20/10/2023;26/10/2023;6;
PF0388070/20XFL;40;23/10/2023;26/10/2023;3;
PF0649070/20XFL;50;25/10/2023;06/11/2023;12;
PF0580070/20XFL;50;06/11/2023;08/11/2023;2;
PF0580070/20XFL;150;06/11/2023;08/11/2023;2;
PF0580070/20XFL;80;06/11/2023;09/11/2023;3;
PF0355070/20XFL;25;08/11/2023;13/11/2023;5;
PF0355070/20XFL;25;08/11/2023;13/11/2023;5;
PF0649070/20XFL;50;08/11/2023;14/11/2023;6;
PF0655070/20XFL;130;06/11/2023;15/11/2023;9;
PF0420070/20XFL;150;09/11/2023;15/11/2023;6;
PF0655070/20XFL;140;30/10/2023;16/11/2023;17;
PF0655070/20XFL;140;30/10/2023;17/11/2023;18;
PF0655070/20XFL;140;30/10/2023;17/11/2023;18;
PF0355070/20XFL;20;13/11/2023;20/11/2023;7;
PF0424070/20XFL;70;21/11/2023;22/11/2023;1;
PF0685070/20XFL;40;21/11/2023;23/11/2023;2;
PF0424070/20XFL;50;15/11/2023;27/11/2023;12;
PF0649070/20XFL;50;17/11/2023;27/11/2023;10;
